Date, ADANIENT ,ADANIPORT,AMBUJACEM, APLLTD ,ASIANPAINT,AXISBANK, BAJAJ AUTO ,BAJAJFINSERV,BAJAJFIN,BOB,BERGERPAINT,BHARTIAIRTEL,BPCL,BRITANIA,CIPLA,DABUR, DIVISLAB , DLF ,DRREDDY,GODREJPROP,HCLTECH,HDFC,HDFCBANK,HEROMOTO,HINDUNILEVER,ICICIBANK,INDSIND BANK,INFOSYS,ITC,JSPL,JSWSTEEL,KOTAKBANK,L&TFIN,LICFINHOU,L&T,LTTS,M&MFIN,MARUTI,PNB,RELIANCE,SBIN,SUNPHARM,TATACOFFEE,TATAMOTORS,TATASTEEL,TCS,TITAN,ULTRATECH CEM,UPL,WIPRO
29-07-2019,128.42,367.19,187.79,519.86,"1,493.40",720.25,"2,301.16","7,115.13","3,239.96",109,311.43,333.35,293.83,"2,520.60",517.89,420.91,"1,623.78",177.61,"2,612.88",937.5,488.63,"2,083.07","1,114.83","2,305.75","1,662.81",429.35,"1,424.77",746.91,242.03,136.1,231.85,"1,502.50",99.5,486.93,"1,300.66","1,417.89",302.09,"5,435.85",69.3,"1,184.70",340.65,420.71,73.42,137.55,413.25,"2,030.83","1,063.26","4,355.22",570.6,260.76
30-07-2019,124.36,366.8,185,494.61,"1,488.96",707.6,"2,279.14","7,072.37","3,237.27",102.65,312.61,344.51,288.08,"2,468.49",515.66,416.04,"1,628.89",175.93,"2,520.39",942.95,492.56,"2,061.98","1,118.78","2,165.99","1,669.21",425.35,"1,330.27",748.09,243.07,130.15,221.15,"1,498.70",96.06,485.09,"1,305.26","1,430.23",294.61,"5,382.97",66.9,"1,155.30",324.55,400.51,72.69,133.45,395.71,"2,077.69","1,068.51","4,303.98",560,260.66
31-07-2019,127.78,370.83,184.82,513.63,"1,501.14",674.1,"2,327.85","7,092.15","3,239.36",106.7,314.58,336.39,296.66,"2,457.12",519.75,419.48,"1,604.63",176.33,"2,534.76",952.95,497.82,"2,056.70","1,118.48","2,259.29","1,675.76",424.6,"1,405.42",748.99,244.24,135.1,228.06,"1,519.55",97.44,489.29,"1,315.65","1,406.27",301.79,"5,346.37",69.2,"1,140.97",329.16,416.51,73.23,135.6,411.92,"2,103.00","1,045.88","4,333.24",581.04,263.64
01-08-2019,124.46,364.49,180.15,511.28,"1,484.96",669.3,"2,347.41","7,076.31","3,209.52",105.55,312.32,322.74,295.07,"2,467.46",511.12,418.45,"1,586.56",170.63,"2,494.54",941.6,491.57,"2,022.77","1,106.11","2,271.23","1,680.28",417.05,"1,391.30",725.58,241.85,128.65,216.34,"1,495.80",94.63,479.85,"1,287.91","1,424.18",295.65,"5,446.95",67.5,"1,154.66",314.25,414.9,73.37,129.55,400.43,"2,078.55","1,046.82","4,218.40",563.03,268.71
02-08-2019,127.09,368.76,182.62,501.28,"1,524.93",673.85,"2,405.59","7,058.03","3,225.26",104.9,313.75,342.32,294.04,"2,461.30",514.76,419.53,"1,570.30",170.04,"2,490.06",936.55,486.25,"2,059.61","1,102.40","2,303.26","1,686.24",410.6,"1,375.63",731.95,239.09,119.45,216.25,"1,507.60",93.7,473.01,"1,299.48","1,446.19",298.72,"5,561.06",67.65,"1,165.09",305.63,410.56,71.42,130.7,390.04,"2,102.62","1,054.15","4,285.54",559.81,262
05-08-2019,123.71,361.3,180.56,515.2,"1,505.39",662.45,"2,423.35","6,981.34","3,147.72",103.15,315.52,356.42,291.08,"2,446.07",517.56,422.58,"1,549.43",163.21,"2,475.79",912.55,486.54,"2,086.31","1,084.93","2,300.67","1,689.88",402.65,"1,380.90",732.99,234.84,112.55,209.09,"1,460.10",93.25,468,"1,276.29","1,460.24",290.36,"5,542.49",66.6,"1,124.76",297.5,407.14,68.84,123.75,380.64,"2,143.90","1,026.53","4,232.85",528.04,260.36
06-08-2019,127.18,370.24,184.77,508.34,"1,545.31",679,"2,414.15","7,090.65","3,259.48",104.2,308.68,367.13,296.49,"2,419.70",498.85,426.42,"1,587.20",166.53,"2,516.65",928,492.84,"2,122.71","1,089.83","2,367.12","1,692.70",410.25,"1,409.65",730.87,234.03,114.6,208.95,"1,485.30",97.19,456.96,"1,306.35","1,483.27",297.34,"5,701.77",67.95,"1,109.95",298.64,408.17,70.55,122.5,382.89,"2,111.77","1,036.33","4,343.31",536.24,257.28
07-08-2019,124.61,365.62,187.57,509.95,"1,538.74",659.95,"2,409.80","7,146.71","3,253.05",97.6,301.09,364.79,284.3,"2,410.21",516.96,425.08,"1,604.78",164.2,"2,517.24",918.7,492.1,"2,108.46","1,087.29","2,402.31","1,724.87",408.4,"1,418.85",732.42,229.28,102.25,203.86,"1,476.30",94.58,465.41,"1,289.80","1,497.76",292.93,"5,644.78",64.05,"1,091.36",287.25,410.95,69.91,117.4,364.1,"2,110.39","1,018.26","4,328.00",520.08,260.91
08-08-2019,129.86,367.29,188.85,519.12,"1,545.36",660.1,"2,501.06","7,284.60","3,321.69",100.05,302.03,370.82,294.94,"2,445.36",501.75,431.27,"1,621.57",170.04,"2,532.15",908.65,523.66,"2,115.34","1,111.76","2,481.57","1,749.96",414.4,"1,414.05",744.36,232.99,100.2,212.93,"1,502.75",97.88,461.3,"1,290.37","1,519.28",297.63,"5,769.16",66.65,"1,133.61",291.66,416.22,69.62,124.05,350.28,"2,152.96","1,030.78","4,219.85",520.13,264.09
09-08-2019,131.35,369.89,194.93,534.95,"1,554.83",660.8,"2,504.62","7,497.97","3,406.35",99.85,302.08,369.82,297.48,"2,455.37",483.24,434.89,"1,635.27",173.85,"2,533.63",903.7,522.73,"2,143.79","1,136.08","2,514.51","1,787.08",420.15,"1,413.40",745.4,229.78,99.7,211.88,"1,532.10",102.26,471.92,"1,294.12","1,544.31",315.65,"5,962.35",66.55,"1,143.20",288.68,411.88,71.62,122.05,345.46,"2,141.66","1,056.43","4,267.89",520.72,261.85
13-08-2019,129.27,354.13,190.77,519.95,"1,552.71",649.45,"2,470.35","7,083.46","3,209.28",98.1,299.86,350.39,294.6,"2,383.03",474.52,425.18,"1,497.23",171.97,"2,516.79",902.9,516.09,"2,035.67","1,105.39","2,461.33","1,770.97",410.25,"1,373.45",721.71,222.64,94.8,211.44,"1,511.40",99.16,457.43,"1,245.42","1,558.02",295.7,"5,684.32",65.35,"1,254.02",280.76,428.71,70.74,121.95,332.45,"2,097.04","1,053.31","4,168.01",491.09,256.88
14-08-2019,129.62,352.46,195.9,513.19,"1,549.11",663.2,"2,510.45","7,409.24","3,277.11",101.1,304.79,359.91,304.35,"2,351.72",477.06,427.66,"1,520.55",173.11,"2,473.08",901.8,518.81,"2,052.73","1,109.92","2,525.92","1,784.85",417.3,"1,400.85",731.2,224.85,103.8,218.74,"1,491.80",102.16,461.49,"1,264.81","1,547.97",310.75,"5,764.15",65.55,"1,267.30",287.1,407.14,71.33,120.9,347.66,"2,101.76","1,073.26","4,212.62",514.61,249.48
16-08-2019,131.8,350.98,195.8,504.07,"1,576.49",675.65,"2,544.72","7,433.42","3,324.18",102.45,298.83,360.26,301.56,"2,371.22",474.87,423.99,"1,496.14",175.83,"2,453.98",916.35,512.35,"2,035.57","1,109.05","2,559.34","1,774.76",418.95,"1,439.10",730.96,228.7,103.8,218.17,"1,498.95",103.29,460.49,"1,266.28","1,533.62",316.74,"5,921.78",68.1,"1,257.22",288.24,404.75,71.52,121.35,346.13,"2,064.29","1,065.14","4,194.77",535.94,247.64
19-08-2019,134.43,351.03,194.06,506.28,"1,565.64",685,"2,521.18","7,370.73","3,315.06",102.6,306.85,359.71,297.95,"2,351.25",474.62,428,"1,506.86",177.12,"2,470.28",905.8,512.98,"2,049.19","1,098.67","2,523.38","1,767.24",423.4,"1,442.50",733.89,227.38,104.8,217.26,"1,496.35",103.09,466.09,"1,282.36","1,544.99",314.66,"5,929.22",67.3,"1,271.58",284.23,415.78,70.98,120.8,342.79,"2,062.29","1,078.16","4,145.08",529.11,250.52
20-08-2019,134.58,348.63,188.44,499.9,"1,574.22",672.35,"2,537.32","7,230.34","3,281.24",98.7,311.33,356.77,293.87,"2,270.70",477.46,427.66,"1,510.88",175.48,"2,515.07",903.95,522.59,"2,025.97","1,105.52","2,559.58","1,789.07",416.9,"1,404.85",748.14,222.82,104,215.96,"1,505.10",96.5,459.02,"1,273.16","1,528.21",311.69,"6,135.76",65.6,"1,255.20",281.1,413.47,70.35,123.85,341.56,"2,084.93","1,081.53","4,020.37",527.01,251.72
21-08-2019,130.86,344.45,184.09,489.22,"1,568.30",664.7,"2,557.53","7,140.11","3,248.72",94.85,308.48,353.63,288.2,"2,262.17",466.84,423,"1,521.75",169.84,"2,464.27",898.1,515.92,"2,003.48","1,108.13","2,602.73","1,795.48",412.05,"1,367.20",754.46,218.26,98.9,210.34,"1,505.75",95.07,451.43,"1,242.96","1,518.06",311.94,"6,173.37",64.05,"1,250.28",274.86,409.64,69.33,112.4,327.02,"2,084.41","1,054.75","3,909.08",523.11,250.82
22-08-2019,125.89,338.9,180.84,490.79,"1,549.60",661.15,"2,538.52","6,761.91","3,101.95",90.65,304.39,351.49,282.07,"2,315.53",462.8,423.45,"1,556.88",142.97,"2,506.01",889.5,520.14,"1,952.31","1,082.37","2,518.34","1,816.93",399.1,"1,335.65",750.92,216.99,96.95,208.42,"1,478.25",91.63,403.3,"1,227.40","1,534.50",302.44,"6,153.20",61.45,"1,226.48",266.09,407.24,67.04,107.7,318.15,"2,112.82","1,051.23","3,826.09",505.68,250.47
23-08-2019,130.26,343.13,180.61,490.88,"1,559.67",663.9,"2,543.05","6,879.07","3,161.96",93.5,303.31,355.12,296.81,"2,340.10",464.69,420.38,"1,559.96",150.54,"2,501.93",891.65,524.04,"1,981.05","1,076.69","2,531.72","1,805.18",395.4,"1,310.50",757.06,213.42,101.95,211.93,"1,470.20",88.43,413.87,"1,220.05","1,546.60",308.87,"6,198.59",63.6,"1,255.10",268.62,420.25,67.96,111.05,329.16,"2,143.05","1,062.86","3,849.66",534.19,249.83
26-08-2019,134.13,361.64,185.51,490.98,"1,576.59",683.7,"2,531.63","7,185.02","3,311.28",95.05,309.71,359.36,302.26,"2,403.85",465.34,431.72,"1,608.05",157.97,"2,527.48",899.7,526.86,"2,082.44","1,123.21","2,484.49","1,821.25",411.65,"1,348.50",757.39,219.2,101.15,205.63,"1,512.80",94.43,420.2,"1,264.77","1,542.02",327.63,"6,199.78",65.75,"1,246.20",277.64,411.95,68.65,110.55,322.3,"2,170.31","1,091.53","4,025.71",536.68,247.54
27-08-2019,136.06,365.42,187.75,490.49,"1,578.47",682.95,"2,559.10","7,120.78","3,344.65",97.3,317.54,347.05,308.48,"2,548.10",464.14,435.98,"1,581.75",159.1,"2,501.39",893.05,526.98,"2,107.59","1,125.11","2,507.03","1,806.54",418.6,"1,386.10",740.49,221.92,104.05,204.96,"1,501.55",96.65,416.55,"1,286.86","1,588.08",333.77,"6,221.78",67.15,"1,254.12",283.09,409.4,70.25,120.35,334.55,"2,132.37","1,112.57","4,122.70",542.73,248.54
28-08-2019,134.87,359.43,187.66,487.94,"1,582.12",678.2,"2,559.33","7,030.30","3,313.37",94.5,322.02,344.56,315.91,"2,564.42",463.05,430.68,"1,564.97",162.52,"2,473.23",891.9,541.85,"2,120.05","1,118.91","2,462.96","1,774.22",412.95,"1,365.85",757.34,222.32,95.8,197.61,"1,483.65",92.96,407,"1,275.20","1,552.85",316.59,"6,048.99",65.65,"1,242.76",282.29,405.81,73.57,116.35,321.25,"2,134.99","1,099.94","4,106.85",543.7,247.69
29-08-2019,131.3,359.68,183.13,488.92,"1,594.06",661.15,"2,551.06","6,974.24","3,286.42",91.8,324.74,342.27,319.07,"2,539.52",463.99,438.65,"1,603.04",163.41,"2,488.69",900.2,538.87,"2,063.15","1,108.68","2,443.07","1,778.93",404.4,"1,350.55",761.54,218.03,94.05,203.57,"1,450.85",91.48,403.74,"1,273.11","1,562.66",312.14,"6,055.73",65.05,"1,221.56",271.99,426.98,71.91,114.3,319.91,"2,129.46","1,090.88","4,061.10",545.02,247.24
30-08-2019,136.26,359.19,185.23,488.14,"1,595.00",663.9,"2,579.27","7,113.83","3,319.49",92.6,331.07,345.56,320.15,"2,563.04",471.23,444.55,"1,613.36",166.43,"2,517.93",900.65,530.48,"2,099.98","1,109.17","2,466.37","1,826.44",409.65,"1,395.75",769.04,222.05,96.6,208.85,"1,431.45",92.81,414.41,"1,259.65","1,582.08",316.79,"6,069.16",64.9,"1,228.25",271.34,442.45,73.27,116.7,328.83,"2,154.39","1,094.15","4,039.51",549.76,252.81
03-09-2019,134.18,354.86,176.99,484.02,"1,556.06",645.7,"2,556.98","7,020.66","3,245.78",91.45,331.12,335.64,321,"2,568.93",468.33,438.85,"1,627.31",161.87,"2,493.61",900.05,534.33,"2,025.78","1,100.71","2,452.37","1,787.57",392.15,"1,343.95",768.43,218.35,92.8,201.84,"1,414.30",90.4,400.62,"1,227.54","1,585.15",309.37,"5,995.77",59.4,"1,186.78",265.94,431.6,72.2,112.65,315.96,"2,146.76","1,049.15","3,873.34",540.14,252.06
04-09-2019,133.88,357.86,174.75,483.68,"1,515.01",647.3,"2,530.61","7,017.46","3,237.57",93.3,329.52,344.46,327.63,"2,500.24",470.18,438.01,"1,651.13",162.27,"2,562.43",892.65,542.67,"2,035.67","1,119.03","2,460.66","1,792.18",397.5,"1,317.60",775.08,219.88,95.55,206.31,"1,426.45",89.86,399.84,"1,240.49","1,606.13",325.95,"5,778.77",59.9,"1,181.62",272.58,418.93,71.28,109.5,323.44,"2,140.85","1,026.92","3,864.32",547.66,254.45
05-09-2019,134.67,360.02,176.86,484.32,"1,499.81",649.6,"2,552.35","6,995.43","3,279.85",93.75,330.27,346.46,343.17,"2,541.22",477.16,434.79,"1,626.86",157.72,"2,640.94",882.3,536.07,"1,981.43","1,112.76","2,498.83","1,775.82",389,"1,308.10",787.11,220.79,96.1,207.7,"1,410.15",90.2,384.65,"1,252.11","1,587.20",316.99,"5,915.44",61.1,"1,179.11",270.8,424.18,71.81,118.05,329.07,"2,112.15","1,038.26","3,876.58",556.05,254
06-09-2019,136.66,359.24,178.23,484.02,"1,512.30",671.1,"2,626.49","7,170.14","3,359.84",94.4,333.11,348,341.55,"2,531.12",473.67,437.12,"1,625.47",152.67,"2,697.55",885.75,530.5,"1,978.82","1,118.11","2,550.66","1,765.54",391.35,"1,331.10",792.87,220.47,95.65,209.33,"1,441.55",90.4,388.64,"1,260.03","1,586.47",320.9,"6,131.79",61.3,"1,202.62",271.44,417.6,72.45,121.25,338.84,"2,095.18","1,058.11","3,895.27",554.39,250.42
09-09-2019,139.78,362.97,178.96,487.94,"1,520.39",671.55,"2,606.56","7,318.07","3,423.94",95.55,332.96,355.17,344.25,"2,545.07",473.77,440.04,"1,615.10",152.62,"2,706.66",895,522.79,"2,000.92","1,119.95","2,581.01","1,780.00",395.45,"1,335.00",782.44,221.92,95.5,210.82,"1,471.30",91.39,388.84,"1,286.91","1,594.27",320.41,"6,279.02",62.6,"1,202.33",275.46,421.23,72.93,121.9,337.31,"2,081.22","1,077.57","3,893.33",573.43,254
11-09-2019,142.81,366.7,180.65,493.83,"1,540.96",681.7,"2,690.37","7,348.29","3,403.07",99.05,345.46,353.83,347.95,"2,529.60",470.58,444.84,"1,604.58",158.76,"2,718.28",954.9,509.92,"2,008.28","1,120.80","2,646.74","1,770.54",394.6,"1,372.15",773.95,220.33,107.55,218.7,"1,475.20",95.07,392.25,"1,293.22","1,584.61",333.23,"6,538.49",64.85,"1,214.33",282.64,414.75,77.56,134.35,349.95,"2,053.71","1,090.14","3,891.13",563.91,246.6
12-09-2019,141.92,365.82,179.19,500.79,"1,520.09",662.9,"2,638.38","7,286.09","3,369.15",101.1,347.75,346.31,346.24,"2,539.66",466.59,445.93,"1,632.97",158.06,"2,724.23",941.05,508.57,"2,018.85","1,130.53","2,628.14","1,752.19",402.7,"1,390.25",770.46,217.62,107.25,213.27,"1,457.55",94.58,395.7,"1,292.03","1,537.87",333.48,"6,335.07",64.55,"1,190.67",284.42,420.25,77.37,127.95,348.04,"2,034.26","1,075.34","3,989.47",553.76,243.02
13-09-2019,144.6,367.53,184,498.09,"1,527.89",674.25,"2,662.43","7,382.82","3,413.97",99.95,354.18,341.82,368.18,"2,537.38",467.78,447.91,"1,616.29",164.35,"2,689.28",958.1,515.12,"2,019.92","1,123.86","2,662.51","1,752.34",413.4,"1,398.60",782.63,216.85,109,217.26,"1,484.25",91.83,392.88,"1,293.03","1,561.05",335.56,"6,392.80",64.9,"1,205.67",289.03,415.39,78.15,129.55,350.23,"2,042.22","1,112.27","4,018.48",564.35,243.82
16-09-2019,144.79,364,184.41,495.2,"1,501.34",670.9,"2,658.96","7,274.40","3,405.51",98.85,357.96,342.77,342.45,"2,575.76",469.28,450.44,"1,632.62",160.09,"2,683.13",953.25,515.8,"1,983.95","1,117.24","2,626.12","1,762.77",412.15,"1,375.95",781.12,216.4,107.6,216.73,"1,474.95",93.4,391.03,"1,274.20","1,583.88",327.59,"6,355.58",64.55,"1,191.06",282.1,419.27,79.02,128.6,344.27,"2,049.90","1,137.17","3,980.30",550.63,245.55
17-09-2019,142.61,358.79,177.91,485.35,"1,510.82",640.45,"2,565.25","7,144.76","3,355.25",95.15,362.14,338.63,332.31,"2,554.32",459.46,447.42,"1,589.54",154.01,"2,695.68",940.7,509.02,"1,935.00","1,100.91","2,463.40","1,777.23",400.65,"1,332.60",784.47,214.41,102.8,207.65,"1,448.30",90.35,381.92,"1,245.85","1,585.64",319.42,"6,075.75",62.4,"1,177.98",271.44,413.23,76.83,122,328.88,"2,023.82","1,146.77","3,888.14",549.85,242.62
18-09-2019,143.01,359.82,179.24,510.35,"1,527.44",648.4,"2,568.86","7,249.22","3,400.53",95.95,362.99,334.4,344.34,"2,479.75",457.46,455.64,"1,604.18",155.54,"2,701.20",928.1,510.28,"1,927.30","1,089.16","2,470.25","1,775.29",399.35,"1,330.40",783.15,216.27,104.9,212.65,"1,464.75",90.65,379.92,"1,249.93","1,573.98",321.6,"6,040.71",62.95,"1,186.10",277.83,409.45,78.15,121.75,341.56,"2,038.98","1,149.20","3,890.53",543.75,242.77
19-09-2019,141.42,355.45,175.57,502.16,"1,533.51",638.2,"2,533.53","7,182.88","3,348.93",94.6,364.44,336.39,342.32,"2,487.29",450.88,454.2,"1,570.68",153.81,"2,690.27",906.65,505.99,"1,914.02","1,096.31","2,428.20","1,759.33",386.6,"1,282.25",774.51,213.96,100.35,210.87,"1,452.60",89.27,370.86,"1,233.52","1,545.97",321.3,"5,918.51",61.95,"1,159.88",271.54,403.9,78.58,124.2,328.59,"2,004.08","1,141.77","3,854.15",548.63,239.99
20-09-2019,147.92,373.92,196.99,507.89,"1,649.08",680.35,"2,709.65","7,687.47","3,687.75",100.3,361.75,355.12,363.95,"2,719.91",462.1,441.48,"1,625.82",166.58,"2,793.89",961.25,505.77,"1,986.43","1,194.43","2,745.27","1,911.70",417.5,"1,419.60",759.7,215.18,108.65,228.69,"1,538.85",97.48,406.47,"1,338.60","1,575.98",350.66,"6,533.18",65.7,"1,233.95",298.94,406.4,79.51,133.25,351.38,"1,969.28","1,251.03","4,256.23",548.68,244.41
23-09-2019,151.19,403.63,201.89,527.65,"1,779.10",725.5,"2,770.61","8,291.08","4,008.05",100.7,365.28,346.75,406.3,"2,896.98",447.74,436.62,"1,599.76",165.98,"2,724.43","1,015.30",497.96,"2,095.67","1,251.83","2,704.47","1,979.64",446.3,"1,511.55",721.34,230.37,110.75,234.06,"1,640.60",97.63,418.6,"1,449.55","1,525.67",353.58,"6,836.36",66.85,"1,219.05",310.88,402.23,80.19,127.9,359.77,"1,921.94","1,298.80","4,377.30",566.98,237.85
24-09-2019,146.88,406.48,197.5,522.6,"1,742.73",704.4,"2,736.39","8,234.08","3,946.29",99.2,364.54,347.4,415.72,"2,922.17",449.08,447.62,"1,617.58",165.54,"2,742.15","1,009.85",504.95,"2,064.65","1,248.40","2,642.71","1,990.02",440.9,"1,516.30",749.36,231.41,107.15,224.12,"1,618.10",95.47,408.27,"1,404.79","1,526.84",339.22,"6,946.61",66.15,"1,257.91",299.83,402.42,79.66,130.9,353.52,"1,949.50","1,279.84","4,304.43",565.57,239.19
25-09-2019,146.38,407.41,192.33,507.21,"1,728.82",694.95,"2,720.52","8,248.97","3,915.56",93.5,360.45,340.43,419.23,"2,880.24",433.47,441.33,"1,621.35",154.15,"2,730.44","1,012.50",508.06,"2,006.44","1,234.36","2,593.14","1,991.04",434.2,"1,503.90",748.04,223.77,103.6,225.13,"1,601.60",92.57,383.97,"1,375.20","1,553.48",333.97,"6,579.32",63.3,"1,258.74",277.69,399.57,78.97,123.05,345.18,"1,991.21","1,256.33","4,264.41",562.98,237.31
26-09-2019,151.49,411.68,192.69,514.22,"1,747.72",699.9,"2,747.63","8,457.80","3,985.19",95.75,362.19,342.82,432.62,"2,934.13",437.31,442.96,"1,662.64",160.09,"2,731.91","1,093.50",503.86,"1,999.90","1,237.15","2,646.69","1,974.44",451.95,"1,548.00",738.51,226.35,108.8,226.14,"1,626.85",94.39,383.23,"1,412.90","1,562.27",348.97,"6,796.32",62.8,"1,275.71",279.27,404.68,78.73,124.5,358.24,"1,990.40","1,275.54","4,381.79",569.67,235.62
27-09-2019,148.27,401.32,189.53,503.78,"1,753.00",700.6,"2,735.78","8,543.48","4,041.57",95.1,363.54,347.85,423.38,"2,860.41",438.26,442.86,"1,648.15",156.73,"2,688.54","1,062.10",501.89,"1,973.44","1,238.84","2,617.01","1,951.64",449.2,"1,480.80",738.18,228.65,102.85,223.02,"1,643.50",91.63,383.97,"1,396.59","1,541.19",342.64,"6,713.31",62.85,"1,287.76",278.63,394.61,77.66,119.9,342.89,"1,960.41","1,271.33","4,381.34",568.16,235.12
30-09-2019,144.69,406.58,186.7,499.41,"1,739.03",685,"2,721.26","8,506.16","4,030.26",93.05,366.63,365.74,423.65,"2,793.10",424.4,443.01,"1,653.17",154.01,"2,660.44","1,038.70",520.96,"1,916.39","1,222.16","2,593.62","1,923.54",433.7,"1,383.55",760.31,234.89,103.55,220.86,"1,644.45",83.37,366.92,"1,398.11","1,486.15",324.76,"6,655.93",61.95,"1,310.59",268.32,382.58,75.27,117.45,343.7,"2,001.56","1,260.44","4,327.61",589.53,238.3
01-10-2019,142.51,396.85,182.94,507.01,"1,742.93",679.15,"2,691.85","8,451.56","3,976.82",91.3,364.98,349.69,445.1,"2,769.76",411.58,435.48,"1,610.53",142.72,"2,647.74",983.25,510.81,"1,934.42","1,243.42","2,577.89","1,931.64",424.6,"1,298.05",748.89,231.32,97.45,213.85,"1,648.20",81.79,367.65,"1,388.43","1,471.22",318.87,"6,721.54",58.7,"1,283.68",253.61,379.73,72.74,115.3,335.17,"1,964.04","1,267.91","4,199.36",580.75,232.04
03-10-2019,142.41,396.71,179.74,515.59,"1,726.00",668.4,"2,680.65","8,439.67","3,944.35",90.9,368.72,343.67,479.07,"2,754.02",417.02,429.54,"1,616.29",148.36,"2,635.72","1,006.55",519.12,"1,913.97","1,218.28","2,557.85","1,904.23",427.3,"1,255.50",741.39,236.51,95.9,212.79,"1,615.75",80.66,370.38,"1,382.74","1,552.95",322.73,"6,693.84",59.05,"1,289.73",251.83,381.3,72.4,122.4,323.77,"1,964.32","1,282.66","4,133.77",580.21,234.37
04-10-2019,138.89,387.57,173.61,538.29,"1,701.78",656.4,"2,648.88","8,294.08","3,888.71",88.6,367.72,338.29,464.61,"2,699.18",417.27,421.67,"1,610.24",145.84,"2,577.19","1,001.60",520.23,"1,917.60","1,184.57","2,558.66","1,886.90",413.9,"1,265.30",748.8,232.54,93.7,206.16,"1,563.15",79.29,362.97,"1,351.30","1,559.29",321.05,"6,590.32",57.95,"1,286.83",247.66,379.24,71.62,119.65,317.58,"1,982.53","1,238.51","3,967.04",568.64,236.21
07-10-2019,134.72,388.21,170.22,522.45,"1,702.52",673.45,"2,675.47","8,213.40","3,885.68",87.25,361.35,340.33,442.17,"2,801.83",407.19,428.45,"1,634.46",142.43,"2,575.96",993.25,517.97,"1,908.88","1,181.79","2,564.13","1,882.87",416.1,"1,241.05",745.12,227.7,93.35,199.78,"1,555.65",78.94,362.73,"1,325.65","1,564.46",322.49,"6,570.75",57.25,"1,288.80",246.82,373.2,70.94,117.5,309.66,"1,952.36","1,246.53","3,858.24",567.18,235.57
09-10-2019,137.9,393.32,176.08,526.77,"1,750.18",686.3,"2,675.06","8,311.57","4,008.20",91.05,358.46,358.11,444.15,"2,901.59",422.25,439.59,"1,638.38",146.24,"2,622.19",995.25,506.73,"1,940.58","1,222.86","2,497.34","1,890.59",436.7,"1,308.65",739.55,223.36,97.6,204.39,"1,612.35",82.09,368.23,"1,352.58","1,539.63",330.36,"6,659.65",58.45,"1,303.21",258.56,377.18,71.13,120.9,320.77,"1,926.04","1,218.11","4,030.84",567.81,236.26
10-10-2019,136.31,392.78,172.1,529.51,"1,755.27",672.95,"2,669.88","8,195.26","3,933.49",87.8,360.35,375.9,441.49,"2,881.90",421.06,435.24,"1,654.80",140.99,"2,592.75",978.55,512.71,"1,926.96","1,195.38","2,494.95","1,910.73",423.7,"1,228.50",738.98,219.84,95.65,205.3,"1,584.80",80.17,359.81,"1,351.49","1,492.93",322.78,"6,546.56",56.45,"1,340.59",251.83,380.22,72.74,116.8,314.57,"1,911.12","1,222.47","3,963.80",569.52,237.7
11-10-2019,135.87,401.76,173.19,535,"1,766.76",672.7,"2,681.49","8,162.89","3,957.69",90.85,362.99,381.53,439.78,"2,923.83",440.21,441.38,"1,677.43",144.11,"2,610.37",991.15,520.42,"1,948.48","1,193.63","2,491.11","1,945.57",428.55,"1,223.20",768.95,220.52,97.45,208.66,"1,587.75",79.24,360.73,"1,353.96","1,521.82",320.01,"6,639.18",56.9,"1,330.61",252.22,379.48,73.13,121.3,323.2,"1,894.34","1,231.28","4,064.39",575.77,237.95
14-10-2019,145.93,400.19,177.63,524.95,"1,775.10",683.5,"2,736.29","8,075.76","3,868.14",88.3,366.53,392.14,437.93,"2,950.11",439.76,450.69,"1,671.23",153.26,"2,610.87",996.2,523.94,"1,952.94","1,199.21","2,501.99","1,954.89",428.85,"1,250.60",741.86,220.65,99.5,212.69,"1,585.50",80.32,352.55,"1,350.40","1,504.15",317.54,"6,760.29",57.3,"1,335.92",253.11,387.69,73.03,127.85,328.78,"1,926.90","1,236.58","4,157.19",572.65,241.93
15-10-2019,153.77,406.38,180.29,517.94,"1,779.44",690.05,"2,786.15","8,029.40","3,864.31",88,368.47,382.28,441.85,"3,017.90",445.39,445.74,"1,680.56",154.55,"2,643.11",987.2,522.84,"1,951.53","1,217.78","2,565.76","2,003.56",431.85,"1,272.25",725.06,223.81,103.1,210.96,"1,615.60",81.45,354.4,"1,358.27","1,511.08",313.48,"6,923.47",57.9,"1,341.97",256.09,389.8,73.96,126.95,332.93,"1,942.44","1,259.50","4,193.28",569.18,242.13
16-10-2019,158.88,402.7,185.55,512.55,"1,742.53",693.4,"2,797.02","8,127.77","4,000.73",87.3,365.33,383.87,461.77,"3,013.77",445.64,451.78,"1,707.46",158.11,"2,659.65",990.2,530.74,"1,985.84","1,215.84","2,495.42","2,009.96",435.3,"1,274.50",728.04,220.24,102.4,211.59,"1,605.55",81.75,361.8,"1,350.64","1,506.30",301.94,"6,912.82",57.35,"1,350.04",253.71,392.65,73.18,125.85,331.21,"1,951.12","1,261.92","4,271.83",574.7,247.34
