Date, ADANIENT ,ADANIPORT,AMBUJACEM, APLLTD ,ASIANPAINT,AXISBANK, BAJAJ AUTO ,BAJAJFINSERV,BAJAJFIN,BOB,BERGERPAINT,BHARTIAIRTEL,BPCL,BRITANIA,CIPLA,DABUR, DIVISLAB , DLF ,DRREDDY,GODREJPROP,HCLTECH,HDFC,HDFCBANK,HEROMOTO,HINDUNILEVER,ICICIBANK,INDSIND BANK,INFOSYS,ITC,JSPL,JSWSTEEL,KOTAKBANK,L&TFIN,LICFINHOU,L&T,LTTS,M&MFIN,MARUTI,PNB,RELIANCE,SBIN,SUNPHARM,TATACOFFEE,TATAMOTORS,TATASTEEL,TCS,TITAN,ULTRATECH CEM,UPL,WIPRO
03-02-2020,219.15,360.81,183.77,611.82,"1,846.56",708.95,"3,038.27","9,078.85","4,342.34",85.9,509.67,508.22,414.82,"3,064.33",443.4,493.74,"1,958.14",228.49,"3,095.50","1,071.20",561.22,"2,190.42","1,187.66","2,278.52","2,125.72",515.55,"1,263.10",741.05,187.66,174.85,241.56,"1,676.25",109.34,381.53,"1,220.19","1,609.43",346.1,"6,948.79",57.35,"1,362.97",295.37,410.18,90.47,163.85,415.73,"2,049.21","1,174.65","4,356.91",501.05,236.87
04-02-2020,223.66,365.87,189.3,605.39,"1,869.94",715,"2,925.69","9,527.24","4,501.61",87.1,507.83,517.04,431.22,"3,066.66",447.29,500.05,"1,946.77",242.74,"3,191.69","1,099.00",568.39,"2,273.97","1,224.50","2,360.89","2,102.94",530.8,"1,272.65",760.8,194.93,183.4,248.13,"1,698.30",112.29,382.89,"1,225.03","1,667.25",364.32,"7,135.42",56.8,"1,403.21",303.45,418.14,94.81,165.7,430.84,"2,054.33","1,263.16","4,460.19",510.12,239.71
05-02-2020,234.38,360.07,188.94,612.85,"1,852.34",724.05,"2,924.49","9,583.70","4,510.53",88.15,488.31,531.44,452.13,"3,088.91",446.39,507.79,"1,948.11",250.85,"3,084.87","1,151.40",577.21,"2,318.27","1,239.29","2,275.74","2,107.53",539.1,"1,272.80",757.61,195.66,190.1,258.6,"1,689.75",116.52,394.29,"1,242.39","1,662.50",384.02,"6,978.13",56.9,"1,424.95",308.15,418.73,96.85,183.75,452.91,"2,092.15","1,267.17","4,457.75",524.62,241.71
06-02-2020,234.63,363.61,189.95,627.45,"1,835.83",736.95,"2,913.67","9,611.97","4,648.14",91.65,492.49,544.84,446.13,"3,085.35",438.51,506.3,"2,008.02",243.78,"3,110.07","1,168.65",581.18,"2,361.70","1,234.46","2,312.22","2,103.73",541.6,"1,334.25",744.87,193.04,197.75,265.52,"1,674.00",125.96,426.15,"1,249.55","1,640.13",387.49,"6,959.00",58.65,"1,434.10",319,423.05,95.78,178.85,455.34,"2,074.41","1,246.82","4,450.87",524.03,243.1
07-02-2020,237.6,362.97,192.05,632.89,"1,837.71",748.15,"2,899.84","9,615.57","4,636.14",92.05,493.19,537.52,442.84,"3,084.59",442.05,510.28,"2,070.50",233.38,"3,117.70","1,168.80",588.93,"2,331.84","1,236.85","2,343.05","2,107.19",536.45,"1,298.80",750.61,192.9,197.8,268.26,"1,653.05",129.41,429.75,"1,231.91","1,655.48",394.12,"6,909.60",58.8,"1,410.34",317.62,423.2,96.17,173.6,449.05,"2,082.40","1,262.37","4,457.75",530.14,243.4
10-02-2020,242.56,361.69,189.58,630.4,"1,848.39",741.1,"2,870.65","9,619.27","4,703.32",90.1,506.53,536.77,437.48,"2,993.70",443.6,509.48,"2,073.48",231.41,"3,100.37","1,155.85",586.22,"2,340.23","1,234.96","2,287.68","2,106.55",533.95,"1,274.95",746.65,190.32,193.2,266.91,"1,669.30",125.52,418.74,"1,218.91","1,650.87",390.36,"6,831.45",57.25,"1,412.26",315.59,412.88,94.71,168.9,423.12,"2,107.16","1,244.74","4,399.88",560.39,240.36
11-02-2020,243.36,367.53,194.06,636.42,"1,856.89",749.95,"2,909.64","9,723.78","4,730.81",90.35,510.37,532.39,433.47,"2,973.88",449.43,505.56,"2,131.00",231.45,"3,141.82","1,150.55",591.79,"2,360.44","1,235.25","2,297.98","2,100.07",539.75,"1,292.65",746.99,192.18,196.3,277.33,"1,677.45",128.72,422.83,"1,220.43","1,664.16",388.03,"6,971.04",56.95,"1,429.13",321.38,411.17,93.1,169.75,423.4,"2,098.82","1,258.11","4,452.41",562.88,240.71
12-02-2020,247.72,367.44,193.52,636.47,"1,872.31",755.25,"2,910.43","9,764.00","4,750.09",88.25,506.93,537.67,427.84,"2,975.87",445.64,516.49,"2,106.09",229.66,"3,146.25","1,145.00",595.13,"2,362.81","1,243.62","2,323.49","2,205.14",549.3,"1,277.40",754.23,192.58,197,282.09,"1,714.90",125.37,411.78,"1,230.30","1,653.62",387.04,"6,980.51",55.5,"1,446.39",317.27,407.29,94.56,170.95,427.08,"2,115.73","1,256.43","4,439.75",560.2,243.9
13-02-2020,249.46,362.53,190.91,626.62,"1,852.88",747.8,"2,901.27","9,709.40","4,776.64",88.05,527.65,538.02,422.66,"2,974.35",442.25,509.33,"2,139.83",230.16,"3,273.16","1,129.65",593.54,"2,329.90","1,236.05","2,309.97","2,227.62",541,"1,230.75",765.05,191.54,193.9,281.75,"1,689.80",124.63,413.43,"1,225.51","1,649.75",383.97,"6,942.60",55.4,"1,450.18",324.45,411.56,92.66,169.5,420.69,"2,136.40","1,285.24","4,436.51",564.93,243.2
14-02-2020,254.12,360.32,188.25,630.74,"1,855.85",736.5,"2,910.52","9,682.72","4,763.09",86.45,541.75,562.98,429.37,"2,937.78",445.94,502.78,"2,130.55",225.04,"3,253.17","1,139.75",602.45,"2,328.06","1,214.10","2,259.68","2,199.97",545.8,"1,176.00",759.45,187.75,190.5,277.72,"1,680.95",124.24,401.65,"1,228.26","1,641.75",381.35,"6,852.16",54.2,"1,463.41",316.48,411.17,91.69,169.1,414.3,"2,128.84","1,280.63","4,420.41",577.53,242.36
17-02-2020,250.5,356.34,186.56,631.38,"1,860.15",738.4,"2,845.03","9,521.20","4,758.01",82.3,545.33,562.83,416.03,"2,925.87",430.78,497.66,"2,138.89",218.27,"3,244.56","1,132.60",594.5,"2,278.14","1,211.90","2,251.64","2,197.58",541.6,"1,172.95",762.34,185.13,190.4,276.76,"1,691.10",122.03,370.03,"1,214.08","1,679.17",371.1,"6,845.18",51.95,"1,454.21",311.33,404.09,89.4,169.1,416.49,"2,147.41","1,303.01","4,435.86",580.8,243.25
18-02-2020,247.47,360.07,183.86,632.31,"1,842.60",733.65,"2,851.41","9,521.85","4,739.43",81,561.07,546.29,424.24,"2,909.13",434.87,501.24,"2,159.14",216.83,"3,201.04","1,113.00",588.3,"2,247.66","1,208.02","2,221.37","2,179.82",541.2,"1,140.70",770.26,184.27,185.25,273.54,"1,691.00",111.9,354.55,"1,219.91","1,658.33",223.21,"6,720.65",52,"1,443.54",314.65,404.34,88.72,161.6,411.3,"2,159.59","1,298.01","4,461.63",571.23,243.5
19-02-2020,251.99,364.69,188.39,661.38,"1,863.61",741.05,"2,859.18","9,750.81","4,859.01",81.1,564.96,541.46,428.56,"2,924.12",446.34,504.71,"2,169.66",225.73,"3,227.43","1,081.80",587.04,"2,304.31","1,221.91","2,220.33","2,236.16",544.8,"1,142.15",772.97,186.84,188.05,269.74,"1,701.10",112.86,356.74,"1,215.22","1,696.19",230.79,"6,696.37",52.7,"1,479.35",317.42,399.29,92.76,158.05,413.01,"2,140.69","1,316.43","4,459.04",571.23,247.04
20-02-2020,256.6,364.24,188.02,651.57,"1,821.44",744.3,"2,835.69","9,701.90","4,861.40",82.25,547.33,543.65,425.14,"2,902.44",434.62,502.83,"2,153.28",218.97,"3,204.93","1,112.20",589.27,"2,296.80","1,211.86","2,209.14","2,193.33",547,"1,182.20",769.63,187.52,193.4,270.66,"1,685.95",112.63,355.18,"1,214.46","1,709.58",230.18,"6,697.36",52.85,"1,461.79",324.65,400.68,91.84,158.5,422.88,"2,102.14","1,309.74","4,414.18",570.4,245.15
24-02-2020,245.29,355.8,192.14,637.8,"1,798.41",725.45,"2,757.06","9,459.30","4,785.20",79.9,537.76,528,418.74,"2,880.43",429.04,497.71,"2,144.45",211.41,"3,127.15","1,103.10",576.77,"2,221.97","1,204.74","2,153.87","2,161.04",529.85,"1,170.25",768.52,183.5,174.9,248.71,"1,678.25",108.15,339.3,"1,194.64","1,679.07",221.34,"6,412.72",50.35,"1,421.45",320,393.65,90.28,150.65,396.09,"2,061.74","1,267.22","4,381.19",559.57,243.65
25-02-2020,244.5,352.02,193.7,633.92,"1,805.48",728.75,"2,726.44","9,517.35","4,807.12",80.05,550.41,533.33,411.62,"2,877.92",424.7,496.97,"2,116.00",215.64,"3,039.13","1,099.95",564.46,"2,231.95","1,195.13","2,153.82","2,179.04",530.95,"1,153.85",770.99,182.41,179,252.22,"1,675.80",106.64,341.64,"1,177.90","1,652.20",224.18,"6,357.36",49.9,"1,393.37",323.81,384.8,89.35,149.9,401.67,"2,101.50","1,247.61","4,330.35",552.83,243.55
26-02-2020,240.88,352.02,195.53,634.86,"1,806.02",729.4,"2,725.70","9,379.46","4,791.23",80.2,557.59,534.03,404.45,"2,885.32",421.11,498.66,"2,142.10",211.36,"3,027.76","1,082.10",565.58,"2,211.45","1,194.08","2,112.79","2,181.58",523.7,"1,135.00",755.87,179.52,170.15,250.49,"1,666.50",105.22,339.15,"1,148.59","1,647.79",217.84,"6,179.27",49.15,"1,369.37",325.2,370.75,87.65,144.55,396.9,"2,069.78","1,242.66","4,327.85",549.56,239.36
27-02-2020,232.3,347.4,193.7,639.71,"1,822.98",735.85,"2,716.45","9,400.44","4,741.22",78.3,558.48,529.75,400.17,"2,870.80",420.11,503.03,"2,156.55",207.63,"3,019.59","1,039.75",555.35,"2,202.49","1,194.28","2,080.94","2,199.87",515.35,"1,115.55",751.14,178.57,168.35,242.13,"1,682.75",102.75,327.66,"1,147.84","1,642.73",212.89,"6,233.73",46.95,"1,363.71",319,384.4,84.04,145.25,393.56,"2,052.14","1,265.24","4,308.07",537.7,231.08
28-02-2020,216.92,336.1,187.7,617.6,"1,777.64",697.3,"2,673.34","9,043.48","4,448.42",76.3,558.58,521.63,384.22,"2,817.82",401.06,492.84,"2,106.95",200.66,"2,881.81","1,003.05",517.85,"2,109.00","1,172.58","2,023.26","2,121.63",497.25,"1,104.05",706.58,178.57,153.9,226.38,"1,620.35",91.45,311.97,"1,126.21","1,589.77",207.21,"6,227.09",45.05,"1,307.05",300.23,368.97,78.58,128.95,363.96,"1,949.46","1,242.07","4,206.34",507.29,220.95
02-03-2020,216.87,334.58,185.14,643.39,"1,766.62",684.2,"2,582.88","8,907.34","4,343.73",71.15,570.74,516.5,371.61,"2,797.80",400.91,495.97,"2,109.25",202.8,"2,860.59","1,013.95",532.72,"2,112.78","1,174.52","1,948.02","2,106.70",506.1,"1,079.25",715.61,176.54,153.35,225.71,"1,599.00",93.97,314.12,"1,100.94","1,625.91",203.95,"6,229.12",42.75,"1,294.75",284.77,365.6,76.59,125.4,347.08,"1,950.58","1,231.82","4,128.68",502.07,220.3
03-03-2020,223.96,341.11,193.29,648.24,"1,787.37",687.15,"2,602.26","8,961.48","4,446.91",72.9,567.75,518.94,383.01,"2,871.23",424.2,503.27,"2,183.10",205.74,"2,996.60","1,000.05",547.6,"2,124.17","1,176.71","2,026.31","2,113.72",514.75,"1,108.05",721.35,175.23,160.65,236.71,"1,626.30",98.17,321.47,"1,120.29","1,643.47",205.92,"6,329.12",44.5,"1,321.01",287.2,389.4,77.42,130.35,369.49,"1,984.59","1,234.64","4,286.39",509.1,223.2
04-03-2020,219.35,339.79,190.49,636.08,"1,834.42",682.2,"2,620.86","8,797.57","4,279.48",73.3,557.98,514.9,377.33,"2,905.90",446.49,511.02,"2,174.80",202.9,"3,122.28",984.1,545.71,"2,138.37","1,143.90","2,017.93","2,122.70",508.35,"1,065.95",732.7,169.49,154.25,235.89,"1,607.95",96.66,312.61,"1,115.88","1,617.28",202.2,"6,327.43",44.45,"1,317.92",282.69,401.17,78.39,126.2,359.57,"2,030.40","1,238.56","4,159.69",499.39,228.34
05-03-2020,219.99,342.93,187.11,621.28,"1,860.73",677.9,"2,613.28","8,877.75","4,323.71",73.65,568.1,525.01,377.06,"2,966.71",439.46,514.55,"2,223.75",201.56,"3,135.18",954.05,558.6,"2,127.70","1,146.39","2,035.24","2,163.82",504.5,"1,075.00",728.69,169.99,154.4,237.38,"1,651.35",97.72,312.12,"1,121.38","1,607.08",203.5,"6,309.20",45,"1,289.83",285.86,400.63,77.66,125.75,358.24,"2,071.19","1,246.67","4,192.33",503.73,229.18
06-03-2020,213.05,335.32,187.75,613.63,"1,863.70",657.65,"2,643.63","8,601.11","4,219.03",71.75,586.23,517.29,363.27,"2,923.31",433.27,497.26,"2,240.05",193.45,"3,121.88",915.4,548.71,"2,044.73","1,130.01","2,009.99","2,135.43",486.35,"1,014.80",713.58,164.29,146.3,229.36,"1,631.05",92.27,294.49,"1,099.04","1,619.64",202.99,"6,388.49",42.35,"1,250.33",268.03,396.67,74.49,114.2,335.12,"2,062.81","1,230.29","4,154.75",501.34,223.05
09-03-2020,198.12,316.17,177.31,612.7,"1,853.48",623.55,"2,487.33","8,205.11","4,020.30",69.35,586.37,494.47,381.97,"2,842.77",425.05,479.98,"2,181.75",181.41,"3,013.88",916.1,523.76,"1,965.68","1,102.53","1,928.88","2,069.68",457.75,903.1,680.26,160.18,131.2,219.99,"1,578.15",86.42,277.05,"1,045.03","1,499.44",194.87,"6,145.82",39.75,"1,096.03",251.13,389.2,69.96,105.7,307.28,"1,922.36","1,191.53","4,084.47",500.75,213.92
11-03-2020,194.2,314.5,174.34,610.79,"1,869.06",619.35,"2,504.92","8,252.00","4,024.15",66.6,572.38,492.03,364.44,"2,891.91",416.02,484.8,"2,149.20",177.53,"2,954.17",909.55,520.22,"1,973.78","1,109.00","2,007.77","2,102.36",465.65,853.55,662.45,158.78,126.9,214.66,"1,589.30",89.07,281.09,"1,059.26","1,506.06",195.68,"6,091.51",38.45,"1,134.79",242.86,381.88,69.62,98.9,285.78,"1,904.18","1,175.88","3,980.85",504.61,212.62
12-03-2020,160.87,282.53,160.65,566.87,"1,829.85",543.25,"2,260.72","7,436.25","3,728.33",56.65,568.64,463.29,310.28,"2,666.45",393.73,452.26,"1,912.85",156.09,"2,806.29",814.35,478.11,"1,818.15","1,016.90","1,880.71","2,005.73",425.65,784.65,609.53,140.83,113.9,195.17,"1,465.05",74.71,248.75,964.05,"1,388.95",171.93,"5,592.84",33.75,"1,045.72",210.66,351.06,65.09,88,274.05,"1,724.99","1,066.08","3,651.99",433.01,198.65
13-03-2020,147.57,287.54,171.87,562.89,"1,784.54",568.8,"2,278.31","7,740.12","3,946.17",65.35,579.95,490.09,338.89,"2,621.82",424.45,447.64,"1,962.70",165.89,"2,840.46",822.75,477.68,"2,003.39","1,065.19","1,857.79","1,983.53",447.2,803.75,620.29,146.66,121.4,206.4,"1,470.05",76.35,273.01,997.14,"1,384.88",170.6,"5,786.55",37.4,"1,087.33",239.79,380.15,65.09,89.75,311.48,"1,760.52","1,073.61","3,776.99",401.04,196.96
16-03-2020,133.63,259.58,164.27,529.14,"1,671.07",508.6,"2,261.35","7,493.78","3,666.33",63.7,580.55,463.14,328.62,"2,570.02",395.37,428.67,"1,891.90",148.23,"2,783.21",767.2,436.78,"1,785.24",995.19,"1,758.73","1,894.47",402.9,664.15,563.13,133.1,108.95,178.65,"1,383.70",64.96,248.85,918.67,"1,248.20",157.89,"5,431.39",35.8,999.18,221.31,364.66,62.65,82.95,276.1,"1,653.41","1,001.33","3,506.99",367.8,179.35
17-03-2020,132.34,265.29,156.9,528.25,"1,718.92",488.35,"2,194.56","7,015.80","3,439.29",66.15,580,453.07,321.91,"2,548.20",400.71,427.57,"1,895.30",143.86,"2,738.16",756.9,436.73,"1,701.93",970.9,"1,815.58","1,955.10",367.25,604.15,535.9,134.82,107.2,169.47,"1,322.70",60.84,244.71,907.33,"1,212.35",150.26,"5,553.99",35.3,991.61,213.18,366.24,61.48,77.95,269.57,"1,615.98",991.08,"3,459.54",342.47,172.71
18-03-2020,129.17,258.59,146.14,479.17,"1,606.35",473.45,"2,096.50","6,308.67","3,056.41",65.15,579.45,424.03,299.69,"2,373.59",385,411.83,"1,805.25",139.43,"2,627.16",707.75,420.84,"1,572.77",873.12,"1,657.80","1,876.81",355.05,460.8,515.95,136.22,101.25,157.85,"1,171.95",57.5,220.94,857.83,"1,133.05",138.03,"5,304.93",36.75,952.75,213.23,358.92,59.15,75.5,267.76,"1,612.47",921.53,"3,293.17",314.17,169.57
19-03-2020,127.88,256.55,140.93,487.25,"1,589.48",428.25,"2,094.18","5,784.10","2,741.67",61.45,577.36,443.16,270.58,"2,199.22",374.7,416.1,"1,870.95",127.79,"2,583.35",654.95,400.68,"1,567.97",891.69,"1,688.67","1,793.40",338.55,444.05,526.82,146.3,93,156.84,"1,210.85",53.3,217.77,799.55,"1,165.32",120.16,"4,776.58",37.2,902.78,201.79,356.6,57.2,72.95,259.18,"1,606.53",894.55,"3,156.10",289.67,161.99
20-03-2020,136.61,254.62,146.83,535.64,"1,730.19",428.15,"2,167.35","6,231.54","2,947.14",63.25,577.91,460.99,286.44,"2,341.19",392.8,441.43,"1,994.90",139.08,"2,852.42",699.95,431.16,"1,700.14",879.05,"1,790.48","2,001.58",345.7,440.35,565.11,158.64,104.55,168.8,"1,262.35",54.49,219.23,820.04,"1,210.19",126.77,"5,033.92",38.05,"1,001.40",207.93,361.4,58.27,77.3,283.87,"1,764.69",895.93,"3,562.62",292.98,178.8
23-03-2020,120.82,206.35,133.51,438.96,"1,487.48",308.65,"1,870.85","4,619.93","2,262.49",53.85,577.26,405.89,256.03,"2,028.17",375.25,393.45,"1,851.75",125.5,"2,725.56",560,404.27,"1,474.04",768.23,"1,593.56","1,824.03",284,336.45,508.37,139.48,89,138.69,"1,098.25",44.42,187.48,686.65,998.72,90.46,"4,182.73",35.4,869.68,179.94,321.08,50.33,66.2,258.51,"1,639.27",793.01,"3,045.25",248.52,169.77
24-03-2020,130.26,230.14,130.12,493.02,"1,513.69",303.15,"1,872.40","4,496.66","2,470.21",55.4,576.91,402.6,249.85,"2,243.38",377.45,398.57,"1,919.95",120.18,"2,813.73",571.1,428.4,"1,458.92",764.39,"1,604.45","1,978.32",296.5,312.35,569.55,135.32,90.4,141.28,"1,152.90",44.65,187.33,680.74,"1,131.23",97.19,"4,446.45",36.3,928.06,181.52,331.61,48.13,68.55,259.23,"1,672.11",808.01,"3,008.61",255.79,175.95
25-03-2020,132.21,253.82,127.56,503.76,"1,581.49",326.8,"1,881.68","4,829.13","2,581.43",58.2,570.39,427.56,260.21,"2,325.63",376.45,402.54,"1,928.05",123.16,"2,876.79",645.05,443.47,"1,595.55",853.06,"1,644.49","2,037.14",316.9,301.3,585.39,133.19,92.2,145.8,"1,290.15",50.51,204.82,736.37,"1,138.20",99.73,"4,961.32",34.3,"1,064.65",188.16,343.98,49.21,70.25,273.43,"1,718.40",872.07,"3,218.45",285.81,174.26
26-03-2020,140.16,246.47,131.86,529.09,"1,605.11",341.4,"2,036.42","5,146.00","2,789.19",55.95,566.1,469.02,268.34,"2,455.65",386.15,423.15,"1,883.30",137.44,"2,902.93",696,433.87,"1,680.07",897.22,"1,776.88","2,141.28",330.25,435.9,620.92,141.38,88.85,143.88,"1,372.95",49.85,222.69,805.85,"1,079.15",98.07,"4,834.51",33.4,"1,048.86",190.99,334.73,52.71,70.8,271.19,"1,758.31",919.1,"3,219.00",305.09,182.19
27-03-2020,127.92,249.55,129.57,530.08,"1,592.40",359.75,"1,984.81","4,889.41","2,538.20",54.35,566.9,447.34,264.96,"2,399.49",407.65,420.22,"1,862.55",138.04,"2,871.37",690.45,417.35,"1,700.19",900.55,"1,638.13","2,088.26",339.85,411.1,630.29,147.52,88.85,145.46,"1,399.10",49.39,231.12,804.93,"1,152.37",97.13,"4,604.68",33.45,"1,048.27",194.16,334.68,53.2,70.7,264.33,"1,791.25",927.77,"3,133.72",314.51,183.09
30-03-2020,128.61,249.9,135.71,515.24,"1,583.27",368.15,"1,920.29","4,660.02","2,238.48",52.45,564.81,429.51,261.16,"2,346.84",431.75,424.74,"1,893.90",130.08,"2,947.92",591.05,406.06,"1,510.93",828.07,"1,531.93","2,130.99",313.4,413.4,605.18,143.91,80,136.77,"1,293.70",47.71,222.99,768.01,"1,151.10",86.9,"4,289.86",32.9,"1,013.69",185.19,329.19,53.59,68.15,242.21,"1,746.09",934.3,"3,076.20",301.09,183.74
31-03-2020,137.51,249.55,142.53,526.53,"1,654.30",379,"1,954.75","4,590.09","2,212.23",53.55,575.07,439.32,301.22,"2,551.00",422.85,447.1,"1,989.05",136.74,"3,072.46",603.25,422.92,"1,582.99",858.19,"1,574.28","2,242.35",323.75,351.3,619.47,155.21,82.2,140.47,"1,296.05",47.71,229.22,777.48,"1,138.98",88.86,"4,250.07",32.35,"1,095.64",195.05,348.58,54.71,71.05,257.04,"1,792.82",924.45,"3,234.65",318.71,196.26
01-04-2020,133.86,243.1,143.4,525.74,"1,591.46",358.65,"1,982.54","4,500.81","2,215.77",51.25,564.36,419.84,287.96,"2,433.26",413.75,432,"1,877.00",131.87,"3,047.11",596.4,400.78,"1,534.92",826.07,"1,616.88","2,126.41",311.15,342.25,582.1,150.41,70.25,137.35,"1,181.65",47.02,226.98,744.64,"1,158.45",92.12,"4,208.49",30.45,"1,062.88",184.84,339.93,53.4,67.95,253.94,"1,677.61",926.78,"3,130.78",298.45,189.07
03-04-2020,128.96,243.1,141.41,528.3,"1,509.76",325.45,"1,965.77","4,509.66","2,203.94",48.7,556.66,422.43,301.46,"2,431.74",449.2,424.99,"1,901.05",131.42,"3,098.11",608.05,393.27,"1,453.54",810.34,"1,560.08","2,101.48",286.65,313.2,565.59,160.81,63.15,135.14,"1,140.85",45.48,213,744.93,"1,086.36",86.05,"3,975.74",29.65,"1,059.93",173.89,371.98,52.91,65.3,241.93,"1,624.06",854.25,"3,032.04",290.98,179.6
07-04-2020,138.06,246.37,146.96,601.38,"1,611.91",388.85,"2,203.84","4,723.75","2,249.71",48.15,541.37,468.52,333.73,"2,689.08",492.25,474.42,"2,067.85",140.82,"3,527.75",701.35,437.22,"1,507.44",892.24,"1,744.63","2,385.18",326.1,383.85,617.06,164.11,81.4,151.85,"1,198.05",50.09,210.42,770.89,"1,087.49",85.84,"4,513.05",30.05,"1,186.49",184.69,412.95,57,67.25,263.33,"1,742.85",938.06,"3,269.19",315.92,191.47
08-04-2020,138.01,249.1,138.36,631.59,"1,597.17",391.35,"2,166.77","4,607.38","2,329.14",48.35,540.52,460,325.37,"2,633.15",512.75,485.09,"2,168.95",137.29,"3,626.01",687.15,448.8,"1,510.97",885.07,"1,796.35","2,400.74",318.95,399.15,609.91,161.49,84.9,148.49,"1,187.65",51.25,217.97,776.13,"1,083.32",96.11,"4,656.22",30.5,"1,172.77",181.33,432.09,58.27,67.6,261.95,"1,674.37",904.4,"3,246.22",312.56,192.47
09-04-2020,142.36,250.15,146.77,653.52,"1,639.26",420.15,"2,354.52","4,819.08","2,547.73",50.9,539.52,486.95,327.84,"2,657.96",579.6,482.16,"2,310.90",148.33,"3,565.51",671.8,454.56,"1,650.85",921.06,"1,963.25","2,314.30",342.7,395.4,614.4,167.45,91.6,159.72,"1,272.90",53.2,248.75,781.61,"1,151.34",100.45,"5,279.16",31.4,"1,200.11",186.03,449.66,66.36,74.6,271.58,"1,733.97","1,003.80","3,355.47",311.38,196.26
13-04-2020,145.9,261.02,152.5,670.61,"1,668.54",418.95,"2,317.41","4,490.31","2,283.61",49.85,534.98,510.37,332.78,"2,567.31",592.85,476.65,"2,341.20",139.03,"3,688.63",661.25,444.1,"1,604.42",891.49,"1,892.40","2,289.13",330.65,410.4,615.51,164.15,91.65,161.02,"1,250.90",50.37,237.7,832.24,"1,133.69",92.94,"5,236.05",31.35,"1,169.81",181.82,457.47,69.43,74.25,269.38,"1,727.19",957.27,"3,455.21",317.19,188.78
15-04-2020,145.15,267.03,155.78,631.24,"1,705.62",417.3,"2,257.09","4,597.99","2,178.93",48.95,526.88,508.67,336.35,"2,691.78",592.35,499.55,"2,395.45",139.58,"3,748.68",655.3,463.96,"1,547.32",859.58,"1,798.77","2,426.79",327.35,424.1,617.11,171.16,88,164.62,"1,173.75",50.27,241.74,846.38,"1,191.55",94.02,"5,048.88",31.1,"1,131.15",180.68,444.46,68.3,72.9,271.86,"1,703.53",942.62,"3,588.83",342.18,186.13
16-04-2020,143.2,265.74,156.85,622.03,"1,730.34",422.55,"2,255.55","4,698.46","2,216.42",49.6,502.14,498.66,337.82,"2,691.26",600.45,500.19,"2,393.20",133.31,"3,800.91",683.55,445.55,"1,575.87",875.96,"1,757.89","2,376.59",342,435.4,602.43,168.45,88.3,163.9,"1,130.85",57.06,250.65,876.67,"1,201.80",100.69,"5,085.06",31.05,"1,149.06",186.78,458.81,68.94,74.65,275.44,"1,684.78",975.49,"3,527.98",354.53,187.43
17-04-2020,143.8,266.28,159.85,608.33,"1,743.39",478.8,"2,299.62","4,998.49","2,304.43",50.2,472.21,500.65,342.29,"2,686.85",598,486.88,"2,332.20",136.2,"3,868.75",683.75,441.19,"1,629.04",906.38,"1,810.40","2,326.74",375.55,474.45,607.16,170.03,92.25,170.29,"1,186.25",60.92,270.57,897.11,"1,235.99",108.54,"5,455.92",31.8,"1,204.10",191.48,452.28,69.38,76.85,279.68,"1,773.29",965.83,"3,522.94",354.63,186.58
20-04-2020,146.6,268.62,157.4,609.66,"1,717.78",455.95,"2,298.80","4,881.07","2,304.53",51.2,457.96,488.55,350.18,"2,687.66",585.4,489.61,"2,342.55",133.71,"3,785.26",679.5,455.48,"1,674.69",940.78,"1,780.77","2,279.47",361.3,456.7,630.87,163.34,90.6,160.88,"1,177.75",59.29,271.69,880.47,"1,250.50",100.21,"5,283.82",32.85,"1,223.58",190.74,468.41,72.01,80.45,273.05,"1,785.51",965.83,"3,505.50",346.28,180.69
21-04-2020,135.86,263.36,154.86,609.02,"1,713.36",420.65,"2,245.59","4,593.94","2,096.36",48.55,429.03,498.71,337.68,"2,716.35",592.1,494.93,"2,406.60",131.97,"3,954.25",686.1,441.63,"1,618.47",917.68,"1,802.17","2,260.79",331.85,400.85,611.46,162.35,82.9,153.29,"1,130.15",54.78,255.52,836.96,"1,191.21",91.49,"4,956.52",31.1,"1,217.23",183.06,468.16,68.74,74.65,253.56,"1,705.98",927.42,"3,392.55",337.69,177.65
22-04-2020,137.51,270.01,163.13,628.38,"1,799.73",431.15,"2,300.15","4,774.59","2,144.78",48.3,448.07,499.61,339.06,"2,801.17",587.2,499.4,"2,384.50",132.86,"3,994.03",667.55,448.12,"1,613.09",924.6,"1,861.43","2,327.86",335.95,415.9,619.81,164.74,85.1,154.83,"1,152.15",55.16,256.11,819.89,"1,156.00",91.04,"5,134.66",31.1,"1,341.43",186.97,469.35,68.21,75.9,255.84,"1,737.25",941.97,"3,430.33",345.21,178.15
23-04-2020,140.41,275.67,158.46,688.55,"1,808.31",430.05,"2,349.40","4,728.45","2,168.95",48.45,435.78,494.23,337.58,"2,796.19",586.7,495.72,"2,417.30",136.3,"3,964.79",676.9,462.95,"1,612.41",950.83,"1,839.10","2,260.89",352.95,409.95,655.98,163.21,86.45,153.63,"1,249.65",57.62,279.68,808.35,"1,136.63",93.99,"5,110.38",31.2,"1,348.61",184.99,472.41,69.04,75.65,257.7,"1,844.02",903.56,"3,431.38",340.57,180.49
